experience,country,education,languages,frameworks,company_size,salary_usd,salary_usd_before_cap
39,India,Unknown,"C++, Swift",Unknown,1001-5000,118199.0,118199.0
5,Canada,Masters,"Rust, Swift","Angular, Ruby on Rails",5000+,107255.0,107255.0
38,Japan,Bachelors,Unknown,"Flask, React",201-1000,187910.0,187910.0
1,France,High School,"C#, Java",Unknown,51-200,42866.0,42866.0
23,France,Master'S,"C#, Java","React, Ruby on Rails",5000+,117370.0,117370.0
14,UK,Masters,Unknown,"ASP.NET, React",51-200,105398.0,105398.0
30,USA,Masters,"Java, Swift","Django, Vue",11-50,215733.0,215733.0
39,USA,Masters,"JavaScript, Ruby","Django, Flask",51-200,245157.0,245157.0
16,Canada,Some College,"C++, PHP","Django, Spring",11-50,113327.0,113327.0
20,USA,Bachelors,"Java, Rust","Angular, Express",5000+,166625.0,166625.0
23,USA,Masters,"Go, Ruby","Laravel, React",11-50,148438.0,148438.0
20,Germany,Masters,"JavaScript, Python","Laravel, React",51-200,76456.0,76456.0
23,USA,Bachelors,Unknown,"Angular, Express",11-50,171815.0,171815.0
24,India,Bachelors,C#,"ASP.NET, Laravel",201-1000,71630.0,71630.0
22,India,Masters,"Java, JavaScript","Angular, Vue",1001-5000,96219.0,96219.0
40,Canada,Masters,"C#, JavaScript","React, Spring",1001-5000,217295.0,217295.0
3,Singapore,Masters,"PHP, Python","Angular, Laravel",11-50,55804.0,55804.0
40,USA,Masters,Unknown,"Express, Laravel",1001-5000,198803.0,198803.0
20,India,Bachelors,"PHP, Ruby","Flask, Spring",1-10,50351.0,50351.0
20,UK,Bachelors,Swift,Unknown,201-1000,146221.0,146221.0
12,USA,Bachelors,"JavaScript, Swift","Laravel, Vue",1001-5000,145044.0,145044.0
7,Singapore,Bachelors,"JavaScript, Swift","React, Spring",201-1000,58682.0,58682.0
29,Canada,Bachelors,"Java, Ruby","Flask, React",51-200,140923.0,140923.0
14,France,Unknown,"Go, Swift","Ruby on Rails, Spring",5000+,105214.0,105214.0
23,USA,Bachelors,"C++, Java","Angular, Express",5000+,141385.0,141385.0
25,USA,Bachelors,"Ruby, Rust","Django, Spring",201-1000,178940.0,178940.0
7,UK,Bachelors,"JavaScript, Swift","Angular, Django",5000+,96829.0,96829.0
34,Canada,Bachelors,"C#, Swift","Express, Vue",5000+,168019.0,168019.0
39,UK,Masters,"Rust, Swift","Django, Ruby on Rails",1001-5000,186302.0,186302.0
39,Canada,Masters,"C#, Java","Angular, Django",5000+,171861.0,171861.0
15,USA,Unknown,"C#, Python","Express, Laravel",1-10,160979.0,160979.0
34,USA,Bachelors,Rust,Spring,1001-5000,188564.0,188564.0
38,USA,Masters,"Java, PHP",Ruby on Rails,11-50,243069.0,243069.0
1,India,Masters,Unknown,"Django, Flask",5000+,42396.0,42396.0
4,USA,High School,"C++, Rust",Spring,201-1000,100454.0,100454.0
32,Germany,Bachelors,Unknown,"Angular, Spring",1-10,172413.0,172413.0
17,Brazil,Bachelors,"C#, Rust","ASP.NET, Django",11-50,106281.0,106281.0
26,Canada,PhD,"C#, Rust","Angular, React",51-200,140822.0,140822.0
35,Australia,Masters,Unknown,"Laravel, React",11-50,174500.0,174500.0
10,UK,Bachelors,Swift,"Express, Flask",5000+,96937.0,96937.0
28,USA,Masters,"C++, Ruby","Django, React",201-1000,155173.0,155173.0
9,USA,Bachelors,"Ruby, Rust","Angular, Django",1001-5000,132024.0,132024.0
37,India,Bachelors,"C#, C++","Flask, React",5000+,113918.0,113918.0
27,India,Bachelors,"Go, Python","Flask, Laravel",1001-5000,101661.0,101661.0
12,UK,Some College,"C++, Rust","ASP.NET, Spring",51-200,89922.0,89922.0
27,USA,Bachelors,Unknown,"React, Vue",201-1000,196164.0,196164.0
28,USA,Bachelors,"C#, Swift","ASP.NET, Ruby on Rails",51-200,157382.0,157382.0
0,Germany,Masters,"PHP, Rust",Django,201-1000,66701.0,66701.0
2,Canada,Bachelor'S,JavaScript,"Spring, Vue",1-10,66804.0,66804.0
36,India,Bachelors,"C++, Ruby","Angular, Vue",5000+,121837.0,121837.0
36,USA,High School,"C#, Ruby","Angular, Express",5000+,240945.0,240945.0
1,Germany,Bachelors,C++,"Express, Ruby on Rails",1-10,53200.0,53200.0
30,Canada,Masters,"Java, PHP",Unknown,1-10,173110.0,173110.0
34,Canada,Masters,"C#, Swift","Angular, ASP.NET",5000+,189932.0,189932.0
1,France,Bachelors,"Go, PHP","ASP.NET, Vue",1-10,50557.0,50557.0
36,USA,Unknown,"JavaScript, Ruby","Django, Ruby on Rails",201-1000,210519.0,210519.0
20,USA,Bachelors,Unknown,Unknown,201-1000,117004.0,117004.0
7,USA,High School,Python,"Angular, Express",51-200,90283.0,90283.0
13,France,Masters,"C#, Python","Angular, Flask",51-200,113683.0,113683.0
20,USA,Masters,"C#, PHP","Angular, Flask",201-1000,185896.0,185896.0
31,Singapore,Some College,"Java, Ruby",ASP.NET,1001-5000,169008.0,169008.0
22,USA,Bachelors,Unknown,"Angular, Django",1001-5000,125852.0,125852.0
18,USA,Bachelors,"C++, PHP","ASP.NET, React",201-1000,150461.0,150461.0
31,Germany,PhD,"PHP, Rust",Unknown,1001-5000,171705.0,171705.0
20,India,Some College,"Rust, Swift","ASP.NET, Laravel",11-50,41875.0,41875.0
6,USA,High School,"PHP, Swift",Vue,5000+,107339.0,107339.0
14,USA,Bachelors,"C#, Go",Unknown,1-10,148124.0,148124.0
36,Japan,Masters,"PHP, Ruby","Angular, Vue",5000+,185066.0,185066.0
22,USA,Masters,"C#, PHP","Angular, Laravel",201-1000,159629.0,159629.0
22,UK,Masters,"PHP, Swift","Flask, Ruby on Rails",1-10,127614.0,127614.0
3,USA,Bachelors,Unknown,"Flask, Spring",1001-5000,97876.0,97876.0
29,UK,Bachelors,Unknown,Unknown,1001-5000,164041.0,164041.0
24,Germany,Some College,"JavaScript, Python","Django, Ruby on Rails",51-200,151757.0,151757.0
20,India,Bachelors,Rust,Express,1001-5000,13279.0,13279.0
6,Canada,Bachelors,"C++, Go","React, Vue",1-10,88155.0,88155.0
21,Canada,Masters,"C++, Swift","Laravel, Ruby on Rails",1-10,121955.0,121955.0
1,Canada,Bachelors,"C++, PHP","Django, Laravel",1-10,60020.0,60020.0
15,Brazil,Bachelors,"Python, Swift","Angular, Spring",1001-5000,88184.0,88184.0
27,Japan,Bachelors,"JavaScript, Python","ASP.NET, Laravel",11-50,120632.0,120632.0
28,Germany,Bachelors,"Go, Java",Express,11-50,133867.0,133867.0
15,USA,Bachelors,"Go, JavaScript","React, Ruby on Rails",11-50,137121.0,137121.0
15,Canada,Bachelors,"Go, JavaScript","Angular, Express",1-10,84984.0,84984.0
3,France,Bachelors,"Java, Ruby","Spring, Vue",1-10,47599.0,47599.0
32,USA,Some College,"C#, Go","Ruby on Rails, Vue",51-200,171686.0,171686.0
0,Canada,Bachelors,"C++, Go","React, Vue",1001-5000,57107.0,57107.0
33,France,Bachelors,"PHP, Rust","Angular, Vue",201-1000,121132.0,121132.0
16,Germany,Bachelors,"Java, Ruby",Spring,1-10,113224.0,113224.0
11,Japan,PhD,"C++, Java","Django, Ruby on Rails",1001-5000,96167.0,96167.0
25,India,PhD,"Go, Rust","ASP.NET, React",51-200,113418.0,113418.0
36,USA,Bachelors,"Python, Rust","Express, Flask",1-10,193152.0,193152.0
26,USA,Secondary,"C#, Rust","Spring, Vue",1001-5000,175281.0,175281.0
35,Australia,Bachelors,"C#, Java","Django, React",1-10,185304.0,185304.0
9,USA,Masters,Unknown,"ASP.NET, Laravel",5000+,114267.0,114267.0
16,Deutschland,Bachelors,"Go, Rust","Angular, Express",1001-5000,91659.0,91659.0
33,Canada,Bachelors,PHP,"Angular, React",5000+,175866.0,175866.0
13,USA,Masters,"Go, Python","Angular, Django",1001-5000,137678.0,137678.0
11,USA,Bachelors,"Go, Swift","ASP.NET, React",1-10,129346.0,129346.0
21,UK,Masters,"C#, C++","Angular, Express",5000+,153147.0,153147.0
8,USA,Masters,"JavaScript, PHP","ASP.NET, Laravel",5000+,141514.0,141514.0
28,USA,Bachelors,"Ruby, Rust","Express, Laravel",11-50,149570.0,149570.0
24,India,Bachelors,"Java, PHP","ASP.NET, Spring",1001-5000,77006.0,77006.0
9,India,Masters,"JavaScript, Rust","Express, Spring",1-10,42629.0,42629.0
19,USA,Some College,Swift,"Express, Flask",1001-5000,117900.0,117900.0
33,Singapore,Some College,"Ruby, Swift","Django, React",51-200,142662.0,142662.0
1,UK,Bachelors,"C#, JavaScript","ASP.NET, Ruby on Rails",1001-5000,54532.0,54532.0
22,USA,Masters,"C++, Go",Spring,11-50,186811.0,186811.0
11,Australia,Bachelors,"JavaScript, Swift","Angular, Ruby on Rails",5000+,95853.0,95853.0
5,USA,Bachelors,"PHP, Ruby",Unknown,1001-5000,108422.0,108422.0
20,USA,Masters,"C#, PHP",Laravel,5000+,237446.0,237446.0
17,UK,Masters,"C++, Go","Django, Vue",5000+,151800.0,151800.0
2,USA,Masters,"C++, Rust","Django, Vue",51-200,96754.0,96754.0
9,France,Some College,"C++, PHP","Django, Laravel",5000+,86713.0,86713.0
19,Canada,Masters,"Go, JavaScript","React, Vue",1-10,113763.0,113763.0
20,UK,Unknown,"Go, PHP","Angular, ASP.NET",1001-5000,108004.0,108004.0
2,UK,Unknown,"JavaScript, PHP","ASP.NET, Express",1001-5000,53859.0,53859.0
15,USA,Bachelors,Java,"Angular, Ruby on Rails",51-200,119540.0,119540.0
28,UK,Bachelors,"C++, Ruby","Django, React",11-50,136659.0,136659.0
20,India,Bachelors,"JavaScript, Rust","Express, Spring",1-10,124345.0,124345.0
35,India,Bachelors,JavaScript,"Django, React",1-10,104827.0,104827.0
27,Japan,Bachelors,"JavaScript, Ruby","Angular, Express",51-200,110000.0,110000.0
8,Australia,Bachelors,Swift,"Laravel, React",51-200,76230.0,76230.0
14,USA,Masters,C#,"Ruby on Rails, Spring",1001-5000,131234.0,131234.0
15,UK,Unknown,"C++, Ruby","Ruby on Rails, Spring",51-200,85619.0,85619.0
3,Germany,Masters,"Java, Swift",Vue,201-1000,80004.0,80004.0
32,Germany,Masters,"JavaScript, PHP","Laravel, Ruby on Rails",5000+,164315.0,164315.0
35,USA,Bachelors,"C++, JavaScript",Unknown,51-200,229283.0,229283.0
29,USA,Masters,"C++, Java","Angular, Vue",1-10,223072.0,223072.0
14,USA,High School,"Java, JavaScript","Angular, Flask",1-10,124087.0,124087.0
40,UK,Masters,"JavaScript, Swift","Angular, Express",1001-5000,154753.0,154753.0
11,Singapore,Bachelors,"JavaScript, Python","Angular, Ruby on Rails",201-1000,70506.0,70506.0
16,Australia,Some College,"JavaScript, Rust","Angular, Ruby on Rails",11-50,100857.0,100857.0
7,USA,PhD,"C++, Go","Flask, Laravel",201-1000,137242.0,137242.0
36,Germany,High School,"Java, Python","Express, Vue",1001-5000,157869.0,157869.0
20,UK,Masters,C#,"Angular, Laravel",5000+,140808.0,140808.0
38,Japan,Masters,"C#, C++","Django, Express",1-10,158346.0,158346.0
10,USA,Masters,"Go, PHP","Express, Spring",1-10,111693.0,111693.0
35,USA,Masters,"C#, Python","ASP.NET, React",1001-5000,217257.0,217257.0
9,Australia,Masters,"C++, Ruby","ASP.NET, React",5000+,88016.0,88016.0
20,India,Bachelors,"Java, PHP","Django, Vue",201-1000,47888.0,47888.0
17,Australia,Masters,"Java, Ruby","Django, Flask",11-50,121670.0,121670.0
2,Australia,Bachelors,Unknown,"ASP.NET, Spring",1-10,46475.0,46475.0
39,USA,Bachelors,"C++, PHP","Django, Laravel",201-1000,186296.0,186296.0
4,Germany,High School,"C#, Rust","Angular, ASP.NET",1001-5000,70815.0,70815.0
8,UK,Bachelors,"C#, Ruby","Django, Express",201-1000,92013.0,92013.0
28,Brazil,Bachelors,"PHP, Rust",Unknown,1001-5000,134033.0,134033.0
30,USA,High School,"Java, PHP","Django, Laravel",5000+,167757.0,167757.0
2,India,Masters,"C++, Swift","Angular, Express",1001-5000,31985.0,31985.0
1,Germany,Bachelors,"Go, Java","Flask, Spring",11-50,51172.0,51172.0
30,UK,Masters,"Ruby, Rust","Express, React",11-50,152914.0,152914.0
18,Canada,Unknown,"Rust, Swift","Flask, Ruby on Rails",11-50,116627.0,116627.0
27,Japan,Masters,"C++, Swift","React, Ruby on Rails",1001-5000,157814.0,157814.0
24,USA,Bachelors,Unknown,"Angular, React",1001-5000,180961.0,180961.0
15,USA,PhD,"JavaScript, Rust","React, Ruby on Rails",5000+,185013.0,185013.0
1,UK,Bachelors,"C#, C++","Angular, Vue",1-10,65926.0,65926.0
19,Japan,PhD,"C++, JavaScript","Laravel, Ruby on Rails",201-1000,141053.0,141053.0
12,USA,High School,Unknown,"Laravel, Vue",11-50,145044.0,145044.0
9,U.K.,Bachelors,"C#, C++","Angular, Spring",5000+,102496.0,102496.0
29,USA,Bachelors,"C++, Ruby","React, Vue",1001-5000,207152.0,207152.0
7,UK,Bachelors,"JavaScript, Ruby",Unknown,201-1000,69300.0,69300.0
38,USA,Bachelors,"Python, Swift","Flask, Spring",11-50,266016.875,1183635.0
8,Germany,Bachelors,"C++, Java",Spring,1-10,72518.0,72518.0
0,USA,Bachelors,"Rust, Swift",Unknown,51-200,101487.0,101487.0
5,USA,Bachelors,Swift,"Laravel, Ruby on Rails",51-200,89319.0,89319.0
32,India,Bachelors,"JavaScript, PHP","Django, Flask",51-200,124024.0,124024.0
20,Singapore,Bachelors,"C#, C++",Unknown,201-1000,105766.0,105766.0
0,USA,Bachelors,"C#, Python","Django, Flask",201-1000,103167.0,103167.0
5,India,Bachelors,"C#, C++","Angular, Django",1-10,34321.0,34321.0
39,Brazil,Bachelors,"Java, PHP","ASP.NET, Laravel",1001-5000,136332.0,136332.0
2,India,Bachelors,"JavaScript, Ruby","Django, React",201-1000,22184.0,22184.0
4,USA,Unknown,Unknown,"Express, React",1001-5000,121641.0,121641.0
21,India,Bachelors,"C#, JavaScript",Unknown,11-50,83399.0,83399.0
7,Australia,Bachelors,"Java, Swift","Angular, Express",11-50,69340.0,69340.0
33,Canada,Bachelors,"Java, PHP","Django, Ruby on Rails",11-50,161157.0,161157.0
33,USA,Masters,C++,"Flask, React",201-1000,224134.0,224134.0
12,Canada,Bachelors,"C++, Ruby","Express, React",1-10,98542.0,98542.0
34,Brazil,Masters,"C#, PHP","Laravel, React",201-1000,178256.0,178256.0
6,Germany,Bachelors,"C#, Java","Laravel, React",1-10,71783.0,71783.0
20,India,Bachelors,"JavaScript, Swift",Unknown,5000+,107051.0,107051.0
35,Canada,Masters,"Python, Rust","ASP.NET, Express",5000+,195815.0,195815.0
20,USA,Bachelors,"JavaScript, PHP","Django, Express",5000+,207251.0,207251.0
11,Canada,Bachelors,"Go, JavaScript","Angular, Ruby on Rails",5000+,95159.0,95159.0
36,USA,Bachelors,Unknown,"Django, Flask",5000+,227793.0,227793.0
21,USA,Masters,"PHP, Swift","Flask, Laravel",1-10,166442.0,166442.0
7,USA,Masters,"Python, Rust",Unknown,11-50,102866.0,102866.0
3,Germany,Bachelors,"C++, Swift",React,11-50,61982.0,61982.0
19,France,Masters,Go,"ASP.NET, Django",1-10,131644.0,131644.0
1,USA,Highschool,C++,"Django, Laravel",51-200,100471.0,100471.0
33,UK,Masters,"C#, Swift","Angular, React",201-1000,158611.0,158611.0
22,USA,Bachelors,Unknown,"Laravel, Spring",1001-5000,146706.0,146706.0
0,India,Bachelors,"JavaScript, Ruby","Express, Spring",1-10,13831.0,13831.0
11,De,Bachelors,"C++, Go",Angular,1-10,111130.0,111130.0
29,India,Masters,"PHP, Swift",React,5000+,133809.0,133809.0
1,India,Unknown,JavaScript,Unknown,11-50,20568.0,20568.0
22,Brazil,Masters,"Java, Python","Flask, React",1001-5000,148772.0,148772.0
6,Germany,Bachelors,"Java, JavaScript","ASP.NET, Django",5000+,76138.0,76138.0
12,USA,Bachelors,"C++, Java","Django, Ruby on Rails",1-10,115805.0,115805.0
35,USA,Some College,Java,"Angular, Flask",11-50,202886.0,202886.0
10,Brazil,Bachelors,"PHP, Ruby","Express, Ruby on Rails",11-50,86371.0,86371.0
14,Australia,Bachelors,"Java, PHP","Laravel, Vue",1-10,85484.0,85484.0
20,Germany,Some College,"C++, PHP","Angular, Spring",201-1000,124754.0,124754.0
20,Canada,Bachelors,"C++, Go","Flask, React",1001-5000,172173.0,172173.0
29,Germany,Bachelors,"C#, JavaScript",Vue,1001-5000,135626.0,135626.0
21,USA,Unknown,"Go, Ruby","Ruby on Rails, Vue",51-200,160028.0,160028.0
26,Brazil,Masters,"C++, Python",Express,11-50,138801.0,138801.0
1,India,Bachelors,Java,"React, Vue",201-1000,21200.0,21200.0
20,France,Bachelors,"C++, Java","ASP.NET, Flask",201-1000,109749.0,109749.0
12,Japan,Bachelors,"Java, Rust","Laravel, Vue",1001-5000,76568.0,76568.0
27,Canada,Masters,"Go, PHP","Angular, Spring",1-10,179854.0,179854.0
2,USA,Some College,Unknown,"ASP.NET, Spring",5000+,107037.0,107037.0
39,USA,PhD,Unknown,"React, Vue",201-1000,231427.0,231427.0
35,Germany,Bachelors,Unknown,"Flask, Vue",1-10,135887.0,135887.0
4,USA,Masters,"Ruby, Rust","Angular, Express",5000+,125227.0,125227.0
29,Japan,Masters,"C++, JavaScript","Spring, Vue",1-10,172927.0,172927.0
33,UK,Masters,"PHP, Python","React, Spring",5000+,157221.0,157221.0
20,Australia,Bachelors,Unknown,"ASP.NET, Ruby on Rails",201-1000,66147.0,66147.0
32,Canada,Masters,Unknown,"ASP.NET, React",5000+,210474.0,210474.0
31,USA,Unknown,Unknown,"Django, Ruby on Rails",201-1000,187084.0,187084.0
34,India,Bachelors,"C++, Java",Unknown,201-1000,134585.0,134585.0
20,USA,Bachelors,Unknown,"Express, Spring",201-1000,127861.0,127861.0
26,Canada,Masters,"Go, Ruby","ASP.NET, Express",1-10,155494.0,155494.0
35,Australia,Bachelors,"JavaScript, Ruby","Flask, Spring",5000+,202746.0,202746.0
34,Canada,Some College,"C++, Go","Angular, React",1001-5000,184953.0,184953.0
25,USA,Bachelors,"C#, Python","Flask, Vue",1-10,172484.0,172484.0
27,Canada,Bachelors,"C++, PHP","Angular, React",11-50,136481.0,136481.0
20,USA,Bachelors,"Go, Rust","Angular, Django",11-50,132323.0,132323.0
38,USA,Unknown,PHP,"Express, Flask",1-10,175153.0,175153.0
20,France,Bachelors,"Rust, Swift",Express,5000+,121775.0,121775.0
24,UK,Masters,"JavaScript, Swift","Flask, Vue",201-1000,159305.0,159305.0
7,Australia,PhD,"C++, PHP","Express, Vue",5000+,102496.0,102496.0
15,France,Bachelors,"Go, Python","ASP.NET, Flask",51-200,83730.0,83730.0
32,UK,Masters,"Go, JavaScript","Django, Laravel",201-1000,189849.0,189849.0
5,India,Bachelors,"C#, C++","Express, React",11-50,29615.0,29615.0
30,USA,Bachelors,"Go, JavaScript","Angular, Ruby on Rails",201-1000,181204.0,181204.0
26,USA,Bachelors,"JavaScript, Rust","Django, Vue",5000+,155748.0,155748.0
21,UK,PhD,"C#, Swift","Angular, Vue",201-1000,162730.0,162730.0
35,USA,Bachelors,Unknown,"Django, Laravel",1001-5000,266016.875,1346454.0
1,USA,Bachelors,"Go, Ruby","Laravel, Ruby on Rails",1001-5000,97804.0,97804.0
39,India,Bachelors,"PHP, Ruby","Angular, Vue",11-50,145553.0,145553.0
29,USA,Masters,"C++, Rust","Express, Spring",201-1000,180293.0,180293.0
20,USA,Bachelors,Unknown,"Django, Laravel",201-1000,132278.0,132278.0
23,Germany,Some College,"Go, Rust","Flask, Ruby on Rails",51-200,128764.0,128764.0
14,USA,Masters,"Go, JavaScript","Flask, Vue",1001-5000,146509.0,146509.0
5,Brazil,Bachelors,"JavaScript, Rust","Django, Express",201-1000,67199.0,67199.0
20,Canada,Bachelors,"Go, PHP","ASP.NET, Laravel",1001-5000,146817.0,146817.0
34,USA,Masters,Unknown,"ASP.NET, Laravel",1001-5000,182691.0,182691.0
29,USA,High School,"Ruby, Swift","ASP.NET, Spring",5000+,204401.0,204401.0
20,India,Masters,"C++, Go",Unknown,1-10,72145.0,72145.0
20,India,Masters,Swift,"Angular, Vue",51-200,157033.0,157033.0
32,USA,Bachelors,"C++, Swift",Unknown,201-1000,192427.0,192427.0
1,France,Masters,Unknown,"Angular, Vue",11-50,74826.0,74826.0
17,Japan,PhD,"Rust, Swift","Express, React",1-10,111997.0,111997.0
35,Germany,Masters,"Python, Ruby",Unknown,11-50,174046.0,174046.0
33,India,Masters,"Ruby, Swift","ASP.NET, React",1-10,114885.0,114885.0
24,UK,Bachelors,"C#, Swift",Angular,1001-5000,158206.0,158206.0
17,India,Masters,"JavaScript, PHP","ASP.NET, Django",51-200,79696.0,79696.0
17,USA,Bachelors,"Java, Ruby","Laravel, Spring",11-50,159564.0,159564.0
32,Germany,Unknown,"JavaScript, Rust","Angular, Vue",1-10,156087.0,156087.0
25,UK,Masters,"Ruby, Rust","React, Ruby on Rails",201-1000,145333.0,145333.0
20,UK,Bachelors,"Ruby, Swift","Django, React",11-50,56997.0,56997.0
3,USA,Bachelors,Unknown,"Angular, Django",5000+,108073.0,108073.0
40,UK,PhD,"Go, JavaScript",Unknown,1-10,214071.0,214071.0
11,UK,Bachelors,"Python, Rust",Django,11-50,96242.0,96242.0
1,Germany,Masters,"C++, Swift","Laravel, Spring",1-10,70707.0,70707.0
20,Germany,Bachelors,Unknown,"Angular, Flask",1001-5000,142187.0,142187.0
20,Brazil,Bachelors,"Java, Swift","Laravel, Vue",1-10,85024.0,85024.0
40,USA,Some College,"PHP, Ruby","Angular, Ruby on Rails",51-200,222548.0,222548.0
38,USA,Bachelors,"Java, Rust","Express, Ruby on Rails",5000+,228555.0,228555.0
32,Germany,Masters,"C++, Java","ASP.NET, Flask",51-200,161098.0,161098.0
21,USA,Bachelors,"JavaScript, Python","Angular, Spring",1001-5000,178608.0,178608.0
33,Japan,Masters,Rust,"Django, Vue",51-200,155556.0,155556.0
20,India,Bachelors,"Go, Ruby","Angular, Django",1-10,65119.0,65119.0
27,USA,Some College,"Java, Swift","Laravel, Vue",11-50,198068.0,198068.0
39,Canada,Bachelors,"C++, Java","Laravel, React",5000+,266016.875,1476303.0
30,USA,Bachelors,"C++, Go","Flask, React",201-1000,181323.0,181323.0
10,Australia,Bachelors,"Python, Rust",Unknown,51-200,70332.0,70332.0
24,USA,Some College,"Python, Ruby","React, Spring",1001-5000,191529.0,191529.0
4,USA,Bachelors,"Go, Java",ASP.NET,1-10,82050.0,82050.0
0,Canada,Masters,Unknown,"ASP.NET, Flask",201-1000,72271.0,72271.0
18,India,Some College,Python,"Angular, React",5000+,79271.0,79271.0
9,Brazil,Bachelors,"C#, Swift","React, Vue",201-1000,89921.0,89921.0
2,Japan,Bachelors,"Java, Python","Django, React",201-1000,53121.0,53121.0
12,USA,Some College,"PHP, Swift",Unknown,1001-5000,121170.0,121170.0
6,France,Some College,"Ruby, Swift","Django, Spring",11-50,70622.0,70622.0
10,Germany,Masters,"Java, Python","ASP.NET, Django",5000+,114690.0,114690.0
16,Canada,Masters,"Java, PHP","Spring, Vue",5000+,138019.0,138019.0
40,USA,Some College,"C++, Python","React, Ruby on Rails",1-10,249217.0,249217.0
24,USA,Bachelors,"PHP, Rust","Express, Ruby on Rails",1001-5000,161212.0,161212.0
25,UK,Bachelors,"Go, PHP","Angular, Django",5000+,153591.0,153591.0
20,France,High School,"Go, Python","React, Spring",201-1000,129643.0,129643.0
12,France,Masters,"Python, Rust","React, Vue",1-10,89229.0,89229.0
20,USA,Masters,"Ruby, Rust",Unknown,1001-5000,155576.0,155576.0
18,USA,Bachelors,"C#, Python","Angular, React",5000+,156482.0,156482.0
13,USA,Bachelors,"C#, Java",Unknown,201-1000,112503.0,112503.0
19,Germany,Unknown,"Java, Rust","Angular, Vue",201-1000,115329.0,115329.0
34,Germany,PhD,"C#, PHP","Django, Ruby on Rails",11-50,160218.0,160218.0
33,USA,Masters,"Go, PHP","Angular, Django",1-10,210132.0,210132.0
17,USA,PhD,"Go, JavaScript","Express, Flask",1001-5000,176760.0,176760.0
0,Canada,Unknown,"C++, Python","Express, Flask",201-1000,64100.0,64100.0
35,USA,Bachelors,"Go, Rust","Django, Spring",201-1000,156980.0,156980.0
36,USA,Masters,"JavaScript, Swift",Unknown,11-50,217884.0,217884.0
15,USA,Bachelors,C++,Unknown,5000+,171465.0,171465.0
0,Canada,Masters,"Java, Rust","Flask, Vue",1-10,59292.0,59292.0
19,Singapore,Bachelors,"C++, Python","Angular, Flask",51-200,96226.0,96226.0
29,USA,Bachelors,"C++, Rust","Django, Ruby on Rails",5000+,183877.0,183877.0
19,Canada,Bachelors,"Go, Java","Express, Laravel",51-200,116567.0,116567.0
7,India,PhD,"C#, Java","Angular, Laravel",1001-5000,56115.0,56115.0
15,Japan,Masters,"PHP, Ruby",Unknown,51-200,94834.0,94834.0
28,UK,Unknown,"Go, Java","Flask, Laravel",201-1000,266016.875,1054730.0
20,USA,PhD,"C++, JavaScript","Angular, Express",1001-5000,140637.0,140637.0
20,Japan,Unknown,"PHP, Rust","ASP.NET, Vue",201-1000,104954.0,104954.0
5,Australia,Bachelors,"Java, Ruby","Flask, React",11-50,60410.0,60410.0
7,India,Bachelors,"JavaScript, Ruby","Angular, Django",1001-5000,32056.0,32056.0
20,Japan,High School,"C#, Go","Angular, Flask",1-10,124859.0,124859.0
31,USA,Bachelors,"Ruby, Rust",Unknown,11-50,218903.0,218903.0
29,Canada,PhD,Unknown,"Django, Spring",5000+,164312.0,164312.0
31,USA,Bachelors,"JavaScript, PHP","Django, Laravel",51-200,173635.0,173635.0
14,USA,Masters,"Go, Java","React, Ruby on Rails",1-10,153439.0,153439.0
22,UK,Masters,Unknown,"Angular, Laravel",5000+,130480.0,130480.0
11,Canada,Bachelors,Unknown,"React, Ruby on Rails",11-50,82072.0,82072.0
40,India,Masters,"Python, Ruby","Flask, Spring",1-10,129193.0,129193.0
34,India,Bachelors,"JavaScript, PHP",Flask,201-1000,118566.0,118566.0
39,Singapore,Masters,"Go, Swift","ASP.NET, Vue",11-50,153694.0,153694.0
8,Japan,Some College,"JavaScript, Python",Laravel,201-1000,66229.0,66229.0
14,Germany,Bachelors,"Java, Rust","Flask, Laravel",1-10,85742.0,85742.0
17,USA,Master'S,"C#, Go","ASP.NET, Vue",5000+,135400.0,135400.0
21,India,Masters,"PHP, Swift","Angular, ASP.NET",11-50,102008.0,102008.0
20,India,Unknown,"C++, Java","ASP.NET, Express",1-10,147562.0,147562.0
5,Germany,Some College,"C++, Swift",Spring,201-1000,70966.0,70966.0
15,India,Bachelors,"JavaScript, Rust",Spring,51-200,58313.0,58313.0
4,USA,Masters,"C++, Ruby","React, Ruby on Rails",11-50,132563.0,132563.0
21,USA,Bachelors,Ruby,"Django, React",51-200,159384.0,159384.0
28,UK,Masters,"PHP, Ruby","Flask, React",11-50,177353.0,177353.0
14,India,Bachelors,"C++, Ruby","ASP.NET, Vue",11-50,67950.0,67950.0
20,U.K.,PhD,"C#, PHP","Angular, Spring",11-50,110075.0,110075.0
9,Japan,Masters,"C#, Swift","React, Spring",201-1000,75312.0,75312.0
3,Australia,Bachelors,"JavaScript, Swift","Django, Ruby on Rails",201-1000,66723.0,66723.0
33,Germany,PhD,"Java, Swift",Unknown,1-10,144610.0,144610.0
5,Australia,PhD,"Ruby, Swift",Unknown,11-50,86917.0,86917.0
15,India,Bachelors,"Java, JavaScript","Django, Ruby on Rails",11-50,70889.0,70889.0
8,Japan,PhD,"C++, Python","ASP.NET, Vue",5000+,266016.875,957411.0
36,Brazil,Unknown,"Go, Swift","Laravel, Ruby on Rails",51-200,172308.0,172308.0
28,Germany,Unknown,Unknown,"Angular, ASP.NET",5000+,127422.0,127422.0
