experience,country,education,languages,frameworks,company_size,salary_usd
33,Germany,Masters,"JavaScript, Python","Express, Laravel",5000+,206422
30,USA,Bachelors,"Java, C++","Angular, Laravel",11-50,162831
31,USA,Masters,,"Ruby on Rails, ASP.NET",51-200,162274
24,USA,Bachelors,"Rust, Java","ASP.NET, Vue",1001-5000,161731
22,Australia,Bachelors,"C#, Go","Express, Flask",11-50,136685
39,UK,PhD,"PHP, C#","Django, Ruby on Rails",201-1000,217746
5,USA,bachelors,"Python, PHP","Vue, React",201-1000,124262
12,India,Bachelors,"Go, Go",,11-50,57976
9,USA,Bachelors,"Ruby, JavaScript",,1001-5000,122354
34,USA,Bachelors,"C#, JavaScript","Laravel, Ruby on Rails",11-50,179816
15,USA,Some College,"Java, Ruby","Flask, Angular",1-10,143257
11,UK,Bachelors,"Go, Ruby","Angular, Ruby on Rails",11-50,95769
6,Canada,Bachelors,"Ruby, Ruby","Angular, Laravel",51-200,78040
3,India,Bachelors,"Ruby, Go","Express, Angular",5000+,36353
26,UK,Bachelors,"JavaScript, Ruby",,1001-5000,149896
34,USA,Bachelors,"Swift, Ruby",,201-1000,189482
18,UK,High School,"Ruby, PHP","ASP.NET, Django",1001-5000,N/A
2,France,Bachelors,"C++, Go","Ruby on Rails, Spring",1001-5000,47577
14,Germany,Masters,,"Express, Ruby on Rails",201-1000,101558
14,UK,Bachelors,"JavaScript, JavaScript","Vue, Spring",11-50,112075
9,Singapore,Bachelors,"Go, Swift","Vue, Django",51-200,62151
6,USA,Bachelors,"C++, Python","Django, Express",51-200,102623
25,Canada,Bachelors,"C++, Go","Spring, Ruby on Rails",5000+,140985
5,Japan,Some College,"C++, C#",,5000+,71139
25,Brazil,High School,"Rust, Rust","Angular, Vue",1-10,145287
4,USA,Masters,"C#, JavaScript","Vue, Angular",201-1000,94674
,USA,Bachelors,"Java, Ruby","Angular, Express",11-50,92637
36,USA,PhD,"Java, C++","Angular, Express",1-10,217609
15,Japan,Bachelors,"Swift, JavaScript","Django, Spring",5000+,124700
1,Australia,Bachelors,"C#, Go","Django, Flask",1001-5000,62995
12,France,Masters,"Python, Go","Flask, Django",51-200,99985
32,USA,Bachelors,"Java, Rust",,51-200,161864
35,Brazil,Some College,"Rust, PHP","Vue, Flask",1-10,129224
40,Germany,Bachelors,"Java, Rust","Ruby on Rails, Express",1001-5000,144895
18,uk,Masters,"Swift, C++","ASP.NET, Laravel",201-1000,111676
37,Japan,Bachelors,"Ruby, C++",,1001-5000,148537
35,USA,Masters,"C#, Ruby","React, Express",1001-5000,183634
,France,Masters,"C#, Java","ASP.NET, Vue",11-50,120751
17,Germany,Some College,"PHP, Rust","Ruby on Rails, Express",5000+,116496
15,Germany,Bachelors,"C++, Swift","ASP.NET, Spring",5000+,97125
2,UK,Masters,,,201-1000,67324
26,Germany,High School,"C#, Python","ASP.NET, Flask",1001-5000,129917
5,USA,PhD,"Swift, Java","ASP.NET, Flask",1001-5000,116038
33,UK,Bachelors,"Ruby, Swift","Laravel, Express",5000+,162399
29,Canada,Bachelors,"Rust, Rust",,201-1000,159539
4,UK,Bachelors,"Rust, Ruby","Laravel, Django",5000+,101974
23,UK,Bachelors,"C#, JavaScript","Express, Django",201-1000,150263
25,India,Bachelors,"C++, JavaScript","Vue, Express",51-200,
35,France,Bachelors,"C++, Rust","Laravel, Vue",51-200,178209
3,Germany,Bachelors,"JavaScript, JavaScript","Laravel, Django",51-200,69458
2,UK,Bachelors,"C++, Swift","Spring, Angular",201-1000,62442
38,  Canada  ,Bachelors,"Java, Go","Flask, Laravel",1001-5000,205098
39,India,High School,"Python, JavaScript","Ruby on Rails, Angular",1001-5000,157035
29,Brazil,,"JavaScript, Swift","Express, React",51-200,163475
39,Brazil,Bachelors,,,11-50,141855
23,USA,Bachelors,"JavaScript, Python","Django, Django",5000+,161175
4,USA,High School,"PHP, Rust","React, Flask",1001-5000,98250
16,USA,Bachelor,,"Flask, Laravel",5000+,146260
10,USA,Masters,"Ruby, Rust","React, React",1001-5000,122730
17,India,Bachelors,"Go, C#","Spring, Flask",51-200,64862
31,USA,Bachelors,"Ruby, Ruby","Ruby on Rails, Laravel",11-50,210196
15,Germany,,"Ruby, Swift","Vue, ASP.NET",11-50,87301
4,JP,Masters,"PHP, C#","Angular, Laravel",11-50,69536
37,France,Some College,"Go, JavaScript","Django, Django",5000+,153683
26,Canada,,"Ruby, JavaScript","Django, ASP.NET",1-10,156302
33,Canada,Bachelors,"Java, C#","React, ASP.NET",201-1000,136330
40,UK,Bachelors,"Go, Ruby","Django, React",1001-5000,193254
2,Germany,Bachelors,"Ruby, C++","Angular, ASP.NET",201-1000,75360
5,  India  ,Masters,"Go, C++","React, Ruby on Rails",51-200,43021
14,India,High School,,"Django, ASP.NET",201-1000,57073
3,USA,Bachelors,"Swift, Python","Angular, Flask",11-50,92724
7,USA,Bachelors,"Python, JavaScript","Laravel, Angular",1001-5000,107366
-5,Germany,Some College,"C++, JavaScript","Spring, Spring",201-1000,127205
24,USA,Masters,"JavaScript, Ruby",,1-10,185852
31,Canada,,"Go, Rust",,51-200,147796
7,Australia,High School,"C++, C++","ASP.NET, Spring",1-10,83792
19,USA,Masters,"Python, Go","Spring, ASP.NET",1001-5000,161307
38,USA,,"Rust, Swift","Django, Django",51-200,missing
24,India,BACHELORS,"C++, C#","Express, Express",1001-5000,72401
3,India,Bachelors,,"Angular, Django",201-1000,27664
4,USA,Bachelors,"Ruby, Ruby","Ruby on Rails, ASP.NET",1001-5000,99171
19,usa,Masters,"C#, Ruby","Django, Flask",1-10,130844
30,Singapore,Bachelors,"JavaScript, PHP","Angular, Vue",1-10,129431
10,Singapore,Masters,"JavaScript, Rust","Vue, React",1001-5000,87691
38,USA,Bachelors,"Rust, C#","React, Flask",1-10,204594
7,UK,,"Python, Java","Ruby on Rails, Angular",11-50,89119
21,Germany,Masters,,"Express, Flask",51-200,114063
20,USA,Some College,"C++, PHP","Angular, Django",1-10,171634
25,Australia,Masters,"Swift, C#","Vue, Angular",51-200,118680
15,Singapore,Bachelors,"Go, Rust","Ruby on Rails, Express",5000+,
27,USA,,"Swift, JavaScript","ASP.NET, Vue",51-200,153029
39,USA,Masters,"Go, C++","ASP.NET, ASP.NET",11-50,
27,USA,,"Java, Swift",,11-50,188541
4,USA,Bachelors,"C#, C#","React, Flask",51-200,113045
22,USA,Bachelors,"Python, JavaScript","ASP.NET, React",1001-5000,140821
2,Germany,Masters,"JavaScript, PHP","Express, Express",201-1000,61371
9,UK,Masters,,"React, Vue",51-200,109799
14,Brazil,Bachelors,"Swift, Python","Express, React",51-200,107439
3,Australia,Bachelors,"Rust, Go","Express, Express",1-10,63894
32,India,Some College,"Rust, Ruby","Laravel, Angular",1001-5000,114860
13,USA,High School,"Ruby, Go","Laravel, React",201-1000,108233
28,Japan,High School,"JavaScript, PHP","Laravel, Spring",5000+,175202
3,USA,Bachelors,,"ASP.NET, ASP.NET",1-10,-21633
22,Canada,Some College,"Ruby, C#",,1001-5000,111140
-8,Canada,Masters,"C#, C++","Angular, Django",51-200,136387
35,USA,Bachelors,"Ruby, C++","Angular, Django",11-50,166287
9,UK,bachelors,,"Flask, Ruby on Rails",11-50,100286
,USA,Bachelors,"JavaScript, Ruby","React, Angular",51-200,127487
2,USA,,"C++, JavaScript","Laravel, Ruby on Rails",11-50,90852
23,UK,High School,"C#, C#","Angular, Ruby on Rails",51-200,120431
,Brazil,Some College,"Rust, PHP","Ruby on Rails, Django",11-50,168574
0,USA,Bachelors,"Swift, C++","Django, Django",201-1000,98109
16,USA,Bachelors,"Python, Swift","Vue, Angular",1-10,160276
4,USA,Bachelors,"Go, Java","Express, Angular",1-10,118439
24,Japan,Bachelors,"C#, Java","Flask, Laravel",1-10,122875
29,UK,Some College,"Java, Go","Django, ASP.NET",11-50,121985
30,USA,Bachelors,"Python, Java","Vue, ASP.NET",1001-5000,189126
12,USA,Bachelors,"Go, Ruby","Vue, ASP.NET",51-200,1484027
37,Germany,Bachelors,"Rust, Rust","Express, Laravel",11-50,194897
5,United States,Bachelors,"Java, C#","Angular, Angular",5000+,-22736
5,France,Bachelors,"Rust, Ruby","Flask, Django",201-1000,73005
15,USA,Masters,,"Django, Vue",1001-5000,126560
7,India,Bachelors,"Python, Python",,51-200,29949
22,Australia,Bachelors,"Python, PHP","Django, Laravel",51-200,103942
26,India,Masters,,"Angular, Ruby on Rails",1-10,111075
9,France,,"Python, Go","Spring, Django",5000+,
25,Canada,Bachelors,"C++, C++","ASP.NET, Angular",201-1000,140359
1,India,Masters,"JavaScript, C++","Vue, Spring",201-1000,32802
,USA,High School,"Java, Ruby","ASP.NET, Flask",11-50,167922
9,USA,Masters,"Ruby, PHP","Django, Ruby on Rails",1001-5000,105612
33,USA,Bachelors,"Python, JavaScript","Laravel, Vue",5000+,233239
13,India,Bachelors,"PHP, Ruby","Flask, React",1-10,58968
36,USA,Bachelors,"Ruby, Rust","ASP.NET, Laravel",201-1000,190472
19,USA,Some College,"Swift, Rust",,11-50,128493
16,Australia,Bachelors,"Go, Go",,1-10,-30267
12,Canada,Bachelors,"Swift, C++","Vue, Flask",1-10,109236
15,Australia,Masters,"Go, Rust","Spring, ASP.NET",1-10,109832
36,USA,Masters,"Java, Python","ASP.NET, Django",51-200,208643
21,Canada,bachelors,"JavaScript, JavaScript","ASP.NET, Flask",5000+,112388
4,Brazil,Bachelors,"Rust, Python",,11-50,50096
21,Germany,Bachelors,"Rust, C++","Angular, React",51-200,141950
39,USA,High School,"PHP, C++","Django, Express",51-200,240984
20,USA,Bachelors,"JavaScript, PHP","Spring, Django",1001-5000,132027
31,USA,Bachelors,"Python, JavaScript","Angular, Express",5000+,169567
13,Germany,Masters,"C++, Python","Vue, React",11-50,93604
14,Brazil,Some College,"JavaScript, Python","Angular, ASP.NET",1-10,85076
13,USA,Bachelors,"Swift, Go","Ruby on Rails, Django",51-200,104100
34,Australia,Bachelors,"Swift, PHP","React, Spring",11-50,140864
21,UK,Bachelors,,"React, Angular",201-1000,131003
7,USA,Masters,"C++, Ruby","Angular, React",1001-5000,122398
26,Singapore,Bachelors,"Python, Swift",,11-50,
7,Brazil,,,"Express, React",201-1000,79148
-10,USA,Bachelors,"Python, PHP","Ruby on Rails, Django",201-1000,183866
20,UK,,"C++, C#","React, Vue",11-50,117162
56,USA,Bachelors,"PHP, C#","Angular, Vue",201-1000,1447568
14,Canada,High School,"Java, JavaScript","Angular, Vue",1-10,118854
17,USA,Masters,"C++, C#","Vue, Vue",5000+,147787
20,Japan,Some College,"Swift, Ruby","Flask, Spring",5000+,102669
1,USA,Masters,"JavaScript, Swift",,11-50,113122
28,Germany,Bachelors,"Swift, Go","Vue, React",201-1000,128732
24,USA,Bachelors,,"Vue, Angular",11-50,164059
6,Canada,Bachelors,"Swift, C#","Django, Django",1-10,71239
20,USA,Bachelors,,"ASP.NET, Django",51-200,164097
19,USA,Bachelors,"Python, Ruby","Angular, Flask",5000+,145837
30,USA,Masters,"C++, Rust","Spring, Laravel",51-200,178879
19,USA,Master's,,"Express, Flask",51-200,169910
11,UK,Masters,"Swift, JavaScript","Django, Spring",11-50,missing
16,USA,Bachelors,"Java, Rust","Express, Flask",51-200,123252
40,Canada,Masters,"JavaScript, Python","Flask, React",11-50,181262
11,UK,Bachelors,"JavaScript, Java","Ruby on Rails, Ruby on Rails",1001-5000,98052
17,UK,Bachelors,"Python, Swift","Flask, Angular",1001-5000,103372
32,  UK  ,Masters,"C#, Java","Spring, React",1-10,161750
,USA,Bachelors,"Rust, Python","Vue, Vue",1001-5000,113332
36,USA,Bachelors,"PHP, Java","Flask, Vue",5000+,223686
20,UK,Masters,"PHP, C++","Express, Spring",11-50,131691
24,UK,masters,"PHP, JavaScript","Angular, Vue",201-1000,152914
31,Brazil,Bachelors,"JavaScript, JavaScript","Vue, ASP.NET",1-10,137792
15,France,Bachelors,"JavaScript, Ruby","Laravel, React",5000+,100409
79,USA,Bachelors,"Ruby, JavaScript","Angular, Spring",11-50,229708
26,Germany,Bachelors,"Rust, Ruby","Laravel, Express",1-10,158505
13,USA,Masters,"Java, Java","Flask, Vue",5000+,177425
37,USA,Bachelors,"Java, Java","Spring, Django",11-50,175923
35,UK,High School,"C#, PHP","React, Spring",11-50,NA
38,UK,Some College,"JavaScript, C#",,1001-5000,159468
10,USA,Masters,"Python, PHP","ASP.NET, Express",1001-5000,112162
4,Germany,Bachelors,"Ruby, Swift","Laravel, Express",201-1000,64489
18,Germany,Some College,"PHP, Rust","Flask, Vue",51-200,116407
26,Singapore,Bachelors,"C#, Java","Flask, Ruby on Rails",51-200,137110
34,USA,Bachelors,"Python, Ruby","Angular, Express",11-50,169323
15,Japan,Bachelors,"Java, JavaScript","Spring, React",5000+,110814
31,Germany,Bachelors,"Swift, C#","Flask, Ruby on Rails",5000+,192549
,USA,Bachelors,"JavaScript, PHP","Angular, React",11-50,118350
26,Singapore,Masters,"Python, Rust","Ruby on Rails, Laravel",51-200,120142
,USA,,,"React, React",5000+,87525
13,UK,High School,"Rust, Ruby","Flask, React",201-1000,90978
21,USA,High School,"Python, PHP","Vue, Flask",1-10,150993
37,USA,Bachelors,"C++, C#","Express, Express",1-10,182819
30,Brazil,Masters,,"Vue, React",51-200,174079
35,USA,Bachelors,"Go, Java","ASP.NET, Spring",1-10,219303
7,Singapore,Bachelors,"Go, PHP","React, Django",5000+,102719
3,  USA  ,Bachelors,"C++, C++","Ruby on Rails, Angular",1-10,86548
8,USA,Masters,"C#, PHP","Django, React",51-200,146016
-10,USA,,"C++, Swift","React, Django",51-200,1128597
16,USA,High School,"C++, C++","Express, Angular",201-1000,122456
3,France,Bachelors,"Python, Java","Express, Spring",11-50,52866
38,Canada,Bachelors,"Python, Ruby","Laravel, Vue",1-10,144350
7,France,Bachelors,"Ruby, C#","Django, Express",1001-5000,79837
14,India,High School,"Python, Swift","Express, Angular",11-50,47280
30,United States,Bachelors,"Java, Java","React, Express",201-1000,201920
9,USA,Bachelors,"C++, Java","Ruby on Rails, Express",1001-5000,106914
25,UK,Bachelors,"C++, Java","Django, Laravel",5000+,138988
4,France,Bachelors,"PHP, Go","Angular, Laravel",201-1000,1289461
5,USA,Some College,"C#, C++","Express, Angular",5000+,118015
26,USA,Masters,"C++, Python","Angular, Express",11-50,186343
37,USA,Bachelors,"Java, JavaScript",,5000+,259085
23,India,Masters,"C++, Ruby","Spring, Spring",11-50,89996
11,USA,Some College,"Go, PHP","Vue, Laravel",5000+,129637
1,US,Bachelors,"JavaScript, C#","Django, Angular",11-50,74730
37,UK,Some College,"C++, Swift","Express, Flask",51-200,174692
35,India,Masters,"Python, JavaScript","ASP.NET, Flask",201-1000,145415
2,USA,Bachelors,,"Django, Flask",1-10,113668
8,USA,PhD,"C#, PHP","Vue, Laravel",51-200,
14,USA,Bachelor's,"Rust, Swift","Express, Angular",1001-5000,120243
34,Japan,Masters,"Go, PHP","Django, Django",5000+,199678
30,brazil,,"Python, Java","Express, Flask",51-200,128527
66,  USA  ,PhD,"PHP, Ruby","Ruby on Rails, Spring",5000+,138930
15,USA,Some College,"Java, Swift","ASP.NET, Spring",201-1000,141306
37,UK,Bachelors,,"Django, Ruby on Rails",201-1000,201138
7,India,High School,"Ruby, Rust","Vue, Vue",1-10,33532
32,Canada,Master's,"Rust, Java","Django, Flask",11-50,189990
34,Australia,Bachelors,"Rust, Rust","Vue, Laravel",1-10,
13,India,Masters,"Go, Go","Spring, Laravel",11-50,63531
17,Canada,Masters,"C#, C#",,1001-5000,113662
1,USA,Bachelors,"Python, Swift","Django, Flask",201-1000,91256
18,France,Bachelors,"PHP, PHP","Vue, ASP.NET",11-50,114489
14,Germany,Masters,"C++, C#",,201-1000,113243
0,Germany,Bachelors,"JavaScript, Go","Ruby on Rails, Laravel",51-200,65800
6,Singapore,PhD,"Swift, Swift","ASP.NET, Ruby on Rails",201-1000,103405
10,Canada,Bachelors,"C++, PHP","Django, Spring",1-10,98331
n/a,Brazil,Bachelors,"C#, C++","Ruby on Rails, Spring",5000+,185399
5,Canada,Masters,"Ruby, PHP","Express, React",1001-5000,69840
7,INDIA,Bachelors,"PHP, C++","Angular, React",51-200,34385
7,USA,Some College,,"Angular, Django",51-200,121750
21,UK,High School,"Java, Python","Django, Laravel",11-50,140157
20,USA,PhD,"Go, Go","Spring, Angular",1-10,179240
23,USA,Masters,"Python, JavaScript","ASP.NET, ASP.NET",1001-5000,184262
13,UNITED STATES,Some College,"PHP, Java","Flask, Ruby on Rails",51-200,120045
2,India,Bachelors,"Go, Go","ASP.NET, Flask",201-1000,20041
8,USA,Masters,"C++, C#","Angular, Laravel",11-50,113151
8,Singapore,Bachelors,"Java, Go","Django, React",11-50,73707
10,USA,Bachelors,"Rust, C++","React, Flask",51-200,98713
15,Australia,Masters,"C++, JavaScript","Django, Django",1001-5000,94917
32,India,Bachelors,,"Flask, ASP.NET",11-50,92323
13,Japan,Bachelors,"Java, Go","ASP.NET, Django",5000+,119594
27,USA,Masters,"Python, JavaScript","Ruby on Rails, React",1001-5000,146098
3,Germany,Masters,,"Django, Laravel",201-1000,92384
NA,Japan,Bachelors,"Rust, Java","Spring, Express",1001-5000,86791
23,India,Masters,"C#, C++","Vue, Spring",5000+,101213
,India,Bachelors,"C#, Rust","Ruby on Rails, React",11-50,78092
3,USA,PhD,"JavaScript, C++",,1001-5000,106263
7,France,Bachelors,"C#, Java","ASP.NET, Vue",1-10,57805
4,Germany,Bachelors,"Go, C#","React, Flask",5000+,71102
32,USA,Some College,"Rust, PHP","Laravel, ASP.NET",1001-5000,172210
36,UK,Bachelors,"C#, Python","Angular, Angular",1-10,154062
3,UK,Bachelors,,"Angular, React",1-10,62715
21,Australia,Masters,"Java, Ruby","Flask, Angular",201-1000,139192
18,UK,PhD,"Go, JavaScript","Django, Angular",51-200,132898
8,UK,Bachelors,"Rust, C++","Spring, Django",201-1000,84227
32,France,Bachelors,"C++, Ruby","Ruby on Rails, React",51-200,132767
27,Japan,Bachelors,"C++, Java","Ruby on Rails, Flask",1-10,146796
25,USA,,"Swift, JavaScript","Laravel, ASP.NET",5000+,168072
19,Germany,Masters,"C#, JavaScript","Spring, Flask",201-1000,105653
3,India,Masters,"Python, C#","Ruby on Rails, Spring",201-1000,29830
32,USA,Bachelors,"Go, C++","ASP.NET, Laravel",11-50,
21,USA,Bachelors,"Rust, Python","React, Flask",51-200,155931
37,India,Bachelors,"Java, PHP","Django, Express",1-10,107673
11,Germany,Some College,"PHP, Java","Express, React",5000+,92027
6,UK,Some College,"Java, Swift","Spring, Spring",1-10,73307
24,UK,Bachelors,"Ruby, Ruby","Vue, Spring",11-50,142080
12,USA,PhD,,"React, Express",5000+,1290441
24,USA,Masters,"Ruby, Go","ASP.NET, Flask",1-10,1306995
14,USA,Incomplete,"PHP, C++","Spring, Express",5000+,139024
16,Japan,Bachelors,"C++, PHP",,1-10,94829
24,Singapore,Masters,"Java, Go","React, React",51-200,1032368
22,UK,Masters,"Ruby, Go","Vue, React",1001-5000,111492
12,USA,Bachelors,"Ruby, C++","Angular, Laravel",201-1000,123863
6,USA,Bachelors,"Go, JavaScript","React, Vue",5000+,143958
0,USA,Masters,"Ruby, C++","Laravel, Express",201-1000,102774
21,USA,Bachelors,"Ruby, Ruby","Angular, Ruby on Rails",201-1000,133452
39,Australia,Masters,"Rust, Python","Django, Angular",1-10,198604
27,UK,Masters,"C#, PHP","Flask, Vue",51-200,155458
9,Japan,Masters,,"Express, Vue",5000+,111648
29,USA,High School,"Rust, Java","Angular, Laravel",51-200,180105
28,India,Masters,"Ruby, Swift","Laravel, Django",11-50,122755
7,USA,Bachelor's,"Python, Go","Express, Django",201-1000,132835
20,USA,PhD,,,11-50,183785
15,Brazil,Bachelors,,"React, React",51-200,78777
2,India,  Masters  ,"Python, C++","Ruby on Rails, Angular",1001-5000,34837
34,Germany,High School,"Python, Go","Laravel, ASP.NET",1-10,173793
25,USA,Masters,"Python, Java",,1-10,204537
40,USA,Bachelors,"JavaScript, PHP",,201-1000,230526
6,Germany,Bachelors,"Swift, JavaScript","Flask, Spring",1001-5000,
40,France,Masters,"Ruby, Python","Ruby on Rails, Express",201-1000,
,USA,Bachelors,"C++, Java","Spring, Django",11-50,179169
20,India,PhD,,"Spring, Vue",1-10,92165
9,USA,,"Swift, C++","React, ASP.NET",11-50,
33,India,Bachelors,"Python, JavaScript","Express, React",11-50,103652
5,USA,Masters,,"Ruby on Rails, ASP.NET",1-10,95057
28,Germany,Masters,"JavaScript, PHP","ASP.NET, Vue",11-50,152333
38,Australia,Bachelors,"PHP, PHP","Vue, Ruby on Rails",201-1000,132339
14,USA,PhD,"C#, Java","Express, React",201-1000,176670
25,USA,,"Go, Swift","React, Django",11-50,163880
20,USA,Bachelors,"Go, Swift","React, Express",1001-5000,177837
3,Canada,Masters,"Java, Ruby","ASP.NET, Laravel",11-50,87623
2,Germany,Bachelors,"C++, C++","Express, ASP.NET",1-10,71887
34,USA,Some College,"Swift, C++","Flask, Django",51-200,180515
12,USA,Bachelors,"Go, Java","React, React",11-50,148931
9,Singapore,Bachelors,"PHP, Go","Angular, ASP.NET",1001-5000,62447
4,France,High School,"Python, C#","Django, Angular",11-50,59618
13,Japan,Masters,"Java, Ruby","Django, Flask",1001-5000,98988
18,Germany,Masters,"Python, Rust","ASP.NET, Spring",201-1000,129010
7,India,Bachelors,"C#, Java","Django, Flask",11-50,
4,Japan,Bachelors,"C#, Python","React, Vue",1-10,60626
23,France,Masters,"Python, PHP","ASP.NET, Django",1001-5000,145994
16,Australia,Bachelors,"Go, C#","Spring, Ruby on Rails",51-200,101471
0,Australia,High School,"JavaScript, JavaScript","Flask, React",51-200,43941
35,USA,,"Swift, Java","Angular, Spring",201-1000,240337
12,FR,Some College,"Java, Rust","Express, ASP.NET",11-50,
1,USA,BACHELORS,"Python, Python","React, Flask",5000+,86807
13,UK,Masters,"Go, Rust","Laravel, Angular",1001-5000,114666
6,USA,Masters,"C++, Ruby","Laravel, Vue",201-1000,117263
7,Australia,Bachelors,"Go, C#","ASP.NET, Spring",1-10,60064
28,Germany,BACHELORS,"Ruby, Ruby","Ruby on Rails, Spring",1001-5000,124228
16,USA,Masters,"Swift, Swift","Laravel, Django",5000+,136230
35,IN,,,"Express, Ruby on Rails",201-1000,110998
25,  Germany  ,Bachelors,"Swift, Go","Ruby on Rails, Ruby on Rails",1-10,128965
16,Japan,Bachelors,"Python, Python","Angular, Django",1-10,78730
16,USA,Masters,"Ruby, C++","Spring, Ruby on Rails",1001-5000,
34,France,Bachelor's,"Swift, Swift","ASP.NET, Spring",1-10,156352
15,USA,Bachelors,"C++, JavaScript","Spring, Flask",11-50,148945
14,India,Masters,"JavaScript, Java","React, Angular",1001-5000,65072
34,USA,,"Ruby, PHP","Flask, Vue",5000+,236180
34,UK,Some College,"JavaScript, Java","Flask, Spring",11-50,?
27,Australia,Masters,"Go, Swift","React, React",51-200,120584
6,Germany,,"C++, Rust","Vue, Spring",5000+,106371
25,UK,Bachelors,"Python, C++","React, Angular",1001-5000,135703
15,Canada,Bachelors,"Swift, JavaScript","Ruby on Rails, React",11-50,
30,Singapore,Bachelors,"C++, Rust","ASP.NET, Angular",5000+,179078
5,UK,Bachelors,"Ruby, Python","Express, Laravel",201-1000,86387
7,USA,Bachelors,"Swift, C++","Flask, Laravel",5000+,unknown
11,India,Bachelors,"Rust, Ruby","React, Spring",51-200,
3,France,High School,,"React, Angular",11-50,65575
11,UK,Masters,"Ruby, Python","Angular, Ruby on Rails",11-50,null
13,France,Bachelor's,"Go, Python","ASP.NET, Django",5000+,104965
30,France,Masters,"Go, Rust","Angular, React",1-10,140408
26,USA,PhD,"Python, Java","Express, React",11-50,171082
5,USA,,"Swift, Swift","Spring, React",11-50,125962
33,India,Bachelors,"Java, Swift","Spring, Ruby on Rails",201-1000,135765
33,USA,Bachelors,"Ruby, Swift","Express, Laravel",51-200,172287
28,Germany,BACHELORS,"Go, Swift","Laravel, Ruby on Rails",11-50,149340
25,India,High School,"Java, Go","Flask, Ruby on Rails",201-1000,93485
40,UK,Masters,"Java, Java",,201-1000,182838
20,Canada,Bachelors,"PHP, C++","Django, Express",51-200,140656
4,USA,Doctorate,"Rust, Go","Spring, Ruby on Rails",1001-5000,109464
,USA,Bachelors,"Go, C#","Vue, Express",5000+,152399
35,USA,Bachelors,"PHP, Python","Angular, Ruby on Rails",5000+,210612
0,USA,Some College,"Python, PHP","Flask, Spring",5000+,90002
37,Germany,Masters,"Ruby, C#",,5000+,201778
10,India,Secondary,"Swift, JavaScript","Express, Express",51-200,
30,Australia,Bachelors,"PHP, PHP","ASP.NET, Django",5000+,129135
,Japan,High School,"Swift, C#","Spring, Vue",5000+,66809
15,DE,Bachelors,"Rust, PHP","Django, Angular",5000+,142825
12,Canada,High School,,"Express, Express",1-10,102139
36,USA,Some College,"Go, PHP","Vue, Ruby on Rails",1001-5000,226986
3,UK,Bachelors,"Go, C#","Express, Angular",1-10,56163
30,USA,Masters,"PHP, Ruby","ASP.NET, Vue",201-1000,181571
39,Canada,Bachelors,"Python, JavaScript","Flask, Express",201-1000,211194
4,Canada,Bachelors,"C++, Ruby","Flask, Laravel",51-200,77866
34,  USA  ,PhD,"Rust, C#","Flask, Laravel",5000+,191275
31,USA,Bachelors,"Ruby, Ruby","Spring, Ruby on Rails",5000+,179169
33,France,Masters,"Rust, Rust","Django, Flask",51-200,148732
32,USA,Bachelors,"PHP, Rust","Laravel, Laravel",11-50,215519
36,USA,Masters,,"Django, Spring",51-200,
22,Germany,Masters,"PHP, Swift","Laravel, React",51-200,141537
27,India,Some College,"C++, C#","Laravel, Vue",5000+,126235
14,Canada,Bachelors,"JavaScript, Ruby",,11-50,100507
15,Canada,Masters,"Swift, PHP","Django, Vue",11-50,136859
37,UK,masters,,"Flask, ASP.NET",1-10,180627
36,USA,Masters,"Rust, Swift","Spring, Laravel",1001-5000,212361
9,USA,Bachelors,"C#, C++","Angular, Ruby on Rails",5000+,158089
22,India,,"Go, Go","Ruby on Rails, Laravel",201-1000,102677
N/A,Brazil,Masters,"JavaScript, Go","Django, ASP.NET",51-200,116695
30,USA,Masters,"C#, Ruby","Express, Flask",201-1000,217225
28,USA,Some College,"Swift, C++","Spring, Angular",1-10,
8,USA,Bachelors,"Swift, Swift","Ruby on Rails, Flask",1-10,136695
30,USA,Masters,,"ASP.NET, Angular",51-200,181009
31,UK,PhD,"C++, Ruby","Flask, Flask",201-1000,147930
29,BR,Bachelors,,"Spring, Express",11-50,125232
22,Japan,Masters,"Swift, PHP",,201-1000,128780
10,USA,Bachelors,"PHP, Ruby","Flask, Flask",5000+,133479
31,France,,"Java, C++","Django, Laravel",1-10,138320
13,Germany,PhD,,,201-1000,125277
34,USA,Bachelors,"PHP, PHP","Django, Spring",1-10,
13,Singapore,Bachelors,"PHP, Java","Laravel, Laravel",51-200,91816
31,Canada,Masters,"Java, C++","Angular, Vue",11-50,194749
5,USA,PhD,"C++, Rust",,5000+,126986
29,USA,Bachelors,"Rust, Python","Angular, Django",11-50,
40,France,,"Go, C++","React, Angular",1-10,213090
28,France,Bachelors,"C#, JavaScript","Vue, Angular",201-1000,156949
29,Canada,,"PHP, Python","Spring, Vue",1-10,160722
28,USA,Bachelors,"Ruby, PHP","Express, ASP.NET",1-10,139666
5,USA,Bachelors,"Python, C#","Django, Ruby on Rails",11-50,124972
13,USA,Masters,"Java, Swift","Laravel, Laravel",11-50,122813
13,Canada,Masters,"JavaScript, C#","Ruby on Rails, ASP.NET",1001-5000,119782
24,USA,Bachelors,"Ruby, Java","Laravel, Ruby on Rails",1001-5000,143053
38,USA,Masters,"PHP, Python","React, Angular",51-200,185403
13,India,Bachelors,,"Ruby on Rails, ASP.NET",11-50,59992
